From	To	Species	Gene Name
ENSBTAG00000042950	LOC112446105	Bos taurus	small nucleolar RNA SNORD45(LOC112446105)
ENSBTAG00000030979	TUBA3E	Bos taurus	tubulin, alpha 3e(TUBA3E)
ENSBTAG00000027327	OCSTAMP	Bos taurus	osteoclast stimulatory transmembrane protein(OCSTAMP)
ENSBTAG00000027326	TP53RK	Bos taurus	TP53 regulating kinase(TP53RK)
ENSBTAG00000002049	HADH	Bos taurus	hydroxyacyl-CoA dehydrogenase(HADH)
ENSBTAG00000029988	MIR331	Bos taurus	microRNA mir-331(MIR331)
ENSBTAG00000029989	MIR23B	Bos taurus	microRNA mir-23b(MIR23B)
ENSBTAG00000002048	PTPN11	Bos taurus	protein tyrosine phosphatase non-receptor type 11(PTPN11)
ENSBTAG00000016680	PPID	Bos taurus	peptidylprolyl isomerase D(PPID)
ENSBTAG00000030976	C13H20orf173	Bos taurus	chromosome 13 C20orf173 homolog(C13H20orf173)
ENSBTAG00000030977	ULK2	Bos taurus	unc-51 like autophagy activating kinase 2(ULK2)
ENSBTAG00000014021	UBN2	Bos taurus	ubinuclein 2(UBN2)
ENSBTAG00000016684	ZNF202	Bos taurus	zinc finger protein 202(ZNF202)
ENSBTAG00000015352	MTMR4	Bos taurus	myotubularin related protein 4(MTMR4)
ENSBTAG00000016683	NFKBIA	Bos taurus	NFKB inhibitor alpha(NFKBIA)
ENSBTAG00000015353	NME8	Bos taurus	NME/NM23 family member 8(NME8)
ENSBTAG00000030973	TUBA1D	Bos taurus	tubulin, alpha 3d(TUBA1D)
ENSBTAG00000015350	PLIN1	Bos taurus	perilipin 1(PLIN1)
ENSBTAG00000014020	RTKN2	Bos taurus	rhotekin 2(RTKN2)
ENSBTAG00000015351	STYK1	Bos taurus	serine/threonine/tyrosine kinase 1(STYK1)
ENSBTAG00000030974	TUBA4A	Bos taurus	tubulin alpha 4a(TUBA4A)
ENSBTAG00000015356	TAC1	Bos taurus	tachykinin precursor 1(TAC1)
ENSBTAG00000014026	PAG1	Bos taurus	phosphoprotein membrane anchor with glycosphingolipid microdomains 1(PAG1)
ENSBTAG00000039302	ANGPTL6	Bos taurus	angiopoietin like 6(ANGPTL6)
ENSBTAG00000015354	ZDHHC9	Bos taurus	zinc finger DHHC-type palmitoyltransferase 9(ZDHHC9)
ENSBTAG00000014023	SIRT1	Bos taurus	sirtuin 1(SIRT1)
ENSBTAG00000016685	FMO4	Bos taurus	flavin containing dimethylaniline monoxygenase 4(FMO4)
ENSBTAG00000014024	POMP	Bos taurus	proteasome maturation protein(POMP)
ENSBTAG00000039304	LOC112446512	Bos taurus	small nucleolar RNA U3(LOC112446512)
ENSBTAG00000015355	PHKA2	Bos taurus	phosphorylase kinase regulatory subunit alpha 2(PHKA2)
ENSBTAG00000015327	SPTAN1	Bos taurus	spectrin alpha, non-erythrocytic 1(SPTAN1)
ENSBTAG00000016658	ABHD4	Bos taurus	abhydrolase domain containing 4, N-acyl phospholipase B(ABHD4)
ENSBTAG00000015325	MTOR	Bos taurus	mechanistic target of rapamycin kinase(MTOR)
ENSBTAG00000042944	LOC112443062	Bos taurus	U6 spliceosomal RNA(LOC112443062)
ENSBTAG00000016656	PARP14	Bos taurus	poly(ADP-ribose) polymerase family member 14(PARP14)
ENSBTAG00000015326	GSDME	Bos taurus	gasdermin E(GSDME)
ENSBTAG00000015329	MINDY1	Bos taurus	MINDY lysine 48 deubiquitinase 1(MINDY1)
ENSBTAG00000002010	PI4K2A	Bos taurus	phosphatidylinositol 4-kinase type 2 alpha(PI4K2A)
ENSBTAG00000003341	DOK2	Bos taurus	docking protein 2(DOK2)
ENSBTAG00000029972	MIR30B	Bos taurus	microRNA mir-30b(MIR30B)
ENSBTAG00000003340	HDDC2	Bos taurus	HD domain containing 2(HDDC2)
ENSBTAG00000004674	HAAO	Bos taurus	3-hydroxyanthranilate 3,4-dioxygenase(HAAO)
ENSBTAG00000004675	ZNF18	Bos taurus	zinc finger protein 18(ZNF18)
ENSBTAG00000004676	TMEM184A	Bos taurus	transmembrane protein 184A(TMEM184A)
ENSBTAG00000029970	MIR196B	Bos taurus	microRNA mir-196b(MIR196B)
ENSBTAG00000027312	ECT2L	Bos taurus	epithelial cell transforming 2 like(ECT2L)
ENSBTAG00000029975	MIR33A	Bos taurus	microRNA mir-33a(MIR33A)
ENSBTAG00000042942	LOC112443547	Bos taurus	U6 spliceosomal RNA(LOC112443547)
ENSBTAG00000002014	SNX1	Bos taurus	sorting nexin 1(SNX1)
ENSBTAG00000003345	FAT4	Bos taurus	FAT atypical cadherin 4(FAT4)
ENSBTAG00000029976	MIR484	Bos taurus	microRNA mir-484(MIR484)
ENSBTAG00000042941	LOC112443330	Bos taurus	small nucleolar RNA SNORA1(LOC112443330)
ENSBTAG00000029973	MIR18B	Bos taurus	microRNA mir-18b(MIR18B)
ENSBTAG00000002012	CIAO2A	Bos taurus	cytosolic iron-sulfur assembly component 2A(CIAO2A)
ENSBTAG00000002011	MATCAP2	Bos taurus	microtubule associated tyrosine carboxypeptidase 2(MATCAP2)
ENSBTAG00000029974	MIR199B	Bos taurus	microRNA mir-199b(MIR199B)
ENSBTAG00000003342	AMD1	Bos taurus	adenosylmethionine decarboxylase 1(AMD1)
ENSBTAG00000004672	RDX	Bos taurus	radixin(RDX)
ENSBTAG00000003349	JAKMIP2	Bos taurus	janus kinase and microtubule interacting protein 2(JAKMIP2)
ENSBTAG00000029979	MIR126	Bos taurus	microRNA mir-126(MIR126)
ENSBTAG00000027316	UBE2V1	Bos taurus	ubiquitin conjugating enzyme E2 V1(UBE2V1)
ENSBTAG00000002018	EIF5A	Bos taurus	eukaryotic translation initiation factor 5A(EIF5A)
ENSBTAG00000029977	MIR96	Bos taurus	microRNA mir-96(MIR96)
ENSBTAG00000002015	RPS6KA6	Bos taurus	ribosomal protein S6 kinase A6(RPS6KA6)
ENSBTAG00000029978	MIR363	Bos taurus	microRNA mir-363(MIR363)
ENSBTAG00000027317	RNF114	Bos taurus	ring finger protein 114(RNF114)
ENSBTAG00000030965	MCM7	Bos taurus	minichromosome maintenance complex component 7(MCM7)
ENSBTAG00000004679	WARS1	Bos taurus	tryptophanyl-tRNA synthetase 1(WARS1)
ENSBTAG00000030966	TAF6	Bos taurus	TATA-box binding protein associated factor 6(TAF6)
ENSBTAG00000002019	SERPINB5	Bos taurus	serpin family B member 5(SERPINB5)
ENSBTAG00000016651	ISL2	Bos taurus	ISL LIM homeobox 2(ISL2)
ENSBTAG00000017982	FIBCD1	Bos taurus	fibrinogen C domain containing 1(FIBCD1)
ENSBTAG00000030960	DNAJC25	Bos taurus	DnaJ heat shock protein family (Hsp40) member C25(DNAJC25)
ENSBTAG00000017981	ADRB3	Bos taurus	adrenoceptor beta 3(ADRB3)
ENSBTAG00000016650	TIGAR	Bos taurus	TP53 induced glycolysis regulatory phosphatase(TIGAR)
ENSBTAG00000030962	EEFSEC	Bos taurus	eukaryotic elongation factor, selenocysteine-tRNA specific(EEFSEC)
ENSBTAG00000017980	QRFP	Bos taurus	pyroglutamylated RFamide peptide(QRFP)
ENSBTAG00000017986	GLIS1	Bos taurus	GLIS family zinc finger 1(GLIS1)
ENSBTAG00000015321	TRERF1	Bos taurus	transcriptional regulating factor 1(TRERF1)
ENSBTAG00000017983	PRELID3A	Bos taurus	PRELI domain containing 3A(PRELID3A)
ENSBTAG00000015338	DSCC1	Bos taurus	DNA replication and sister chromatid cohesion 1(DSCC1)
ENSBTAG00000014007	ELMOD2	Bos taurus	ELMO domain containing 2(ELMOD2)
ENSBTAG00000015339	ENDOV	Bos taurus	endonuclease V(ENDOV)
ENSBTAG00000014008	NKX2-6	Bos taurus	NK2 homeobox 6(NKX2-6)
ENSBTAG00000042934	LOC112445312	Bos taurus	U6 spliceosomal RNA(LOC112445312)
ENSBTAG00000015336	PRUNE1	Bos taurus	prune exopolyphosphatase 1(PRUNE1)
ENSBTAG00000017999	TNRC6A	Bos taurus	trinucleotide repeat containing adaptor 6A(TNRC6A)
ENSBTAG00000042933	LOC112443655	Bos taurus	small nucleolar RNA SNORA21(LOC112443655)
ENSBTAG00000014005	PPIP5K1	Bos taurus	diphosphoinositol pentakisphosphate kinase 1(PPIP5K1)
ENSBTAG00000014006	TOR3A	Bos taurus	torsin family 3 member A(TOR3A)
ENSBTAG00000015337	TSPAN12	Bos taurus	tetraspanin 12(TSPAN12)
ENSBTAG00000016667	ZBTB46	Bos taurus	zinc finger and BTB domain containing 46(ZBTB46)
ENSBTAG00000042939	LOC112443605	Bos taurus	U6 spliceosomal RNA(LOC112443605)
ENSBTAG00000042937	LOC112444664	Bos taurus	U6 spliceosomal RNA(LOC112444664)
ENSBTAG00000042936	LOC112447599	Bos taurus	small nucleolar RNA SNORD96 family(LOC112447599)
ENSBTAG00000002021	BNIP1	Bos taurus	BCL2 interacting protein 1(BNIP1)
ENSBTAG00000029960	MIR383	Bos taurus	microRNA mir-383(MIR383)
ENSBTAG00000029961	MIR409A	Bos taurus	microRNA mir-409a(MIR409A)
ENSBTAG00000004685	SRGAP3	Bos taurus	SLIT-ROBO Rho GTPase activating protein 3(SRGAP3)
ENSBTAG00000002020	CREBRF	Bos taurus	CREB3 regulatory factor(CREBRF)
ENSBTAG00000004680	SLC13A5	Bos taurus	solute carrier family 13 member 5(SLC13A5)
ENSBTAG00000042931	LOC112441905	Bos taurus	small nucleolar RNA SNORD75(LOC112441905)
ENSBTAG00000002025	AMIGO2	Bos taurus	adhesion molecule with Ig like domain 2(AMIGO2)
ENSBTAG00000002024	ASB18	Bos taurus	ankyrin repeat and SOCS box containing 18(ASB18)
ENSBTAG00000029965	MIR490	Bos taurus	microRNA mir-490(MIR490)
ENSBTAG00000002023	NOS1	Bos taurus	nitric oxide synthase 1(NOS1)
ENSBTAG00000003354	SMCHD1	Bos taurus	structural maintenance of chromosomes flexible hinge domain containing 1(SMCHD1)
ENSBTAG00000029962	MIR124B	Bos taurus	microRNA mir-124b(MIR124B)
ENSBTAG00000003353	SLC6A2	Bos taurus	solute carrier family 6 member 2(SLC6A2)
ENSBTAG00000029968	MIR7-3	Bos taurus	microRNA mir-7-3(MIR7-3)
ENSBTAG00000002029	IGSF5	Bos taurus	immunoglobulin superfamily member 5(IGSF5)
ENSBTAG00000002028	DIPK1A	Bos taurus	divergent protein kinase domain 1A(DIPK1A)
ENSBTAG00000003359	ELOVL5	Bos taurus	ELOVL fatty acid elongase 5(ELOVL5)
ENSBTAG00000054903	MIR2285J-2	Bos taurus	microRNA mir-2285j-2(MIR2285J-2)
ENSBTAG00000029969	MIR181D	Bos taurus	microRNA mir-181d(MIR181D)
ENSBTAG00000003358	MCFD2	Bos taurus	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit(MCFD2)
ENSBTAG00000002027	FAM167B	Bos taurus	family with sequence similarity 167 member B(FAM167B)
ENSBTAG00000029967	MIR103-1	Bos taurus	microRNA mir-103-1(MIR103-1)
ENSBTAG00000003357	CLRN2	Bos taurus	clarin 2(CLRN2)
ENSBTAG00000002026	RPL5	Bos taurus	ribosomal protein L5(RPL5)
ENSBTAG00000004688	DHCR24	Bos taurus	24-dehydrocholesterol reductase(DHCR24)
ENSBTAG00000054906	H3C13	Bos taurus	H3 clustered histone 13(H3C13)
ENSBTAG00000016662	CPS1	Bos taurus	carbamoyl-phosphate synthase 1(CPS1)
ENSBTAG00000017992	CD164	Bos taurus	CD164 molecule(CD164)
ENSBTAG00000016661	USP18	Bos taurus	ubiquitin specific peptidase 18(USP18)
ENSBTAG00000030951	ZNF655	Bos taurus	zinc finger protein 655(ZNF655)
ENSBTAG00000014003	MYF6	Bos taurus	myogenic factor 6(MYF6)
ENSBTAG00000016666	RELCH	Bos taurus	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing(RELCH)
ENSBTAG00000015334	ZHX1	Bos taurus	zinc fingers and homeoboxes 1(ZHX1)
ENSBTAG00000015335	ADGRB3	Bos taurus	adhesion G protein-coupled receptor B3(ADGRB3)
ENSBTAG00000017996	EGLN2	Bos taurus	egl-9 family hypoxia inducible factor 2(EGLN2)
ENSBTAG00000016664	SLC2A4RG	Bos taurus	SLC2A4 regulator(SLC2A4RG)
ENSBTAG00000014001	MAP1A	Bos taurus	microtubule associated protein 1A(MAP1A)
ENSBTAG00000016663	PIGN	Bos taurus	phosphatidylinositol glycan anchor biosynthesis class N(PIGN)
ENSBTAG00000017994	MAX	Bos taurus	MYC associated factor X(MAX)
ENSBTAG00000014002	CEP95	Bos taurus	centrosomal protein 95(CEP95)
ENSBTAG00000015333	TAF2	Bos taurus	TATA-box binding protein associated factor 2(TAF2)
